iteration,mean_reward
0,-5.691109375000001
1,-4.358308625336928
2,-5.40364265927978
3,-4.148820054945056
4,-3.232836065573771
5,-3.742072319201996
6,-3.6749424083769644
7,-2.4861282352941183
8,-2.1591490066225174
9,-3.4400038961038972
10,-1.8401605504587162
11,-0.9651092077087803
12,-2.3679336283185846
13,-0.6366814345991569
14,-1.5640234375000008
15,-0.4677037861915374
16,-1.3065290322580652
17,-0.0292387295081974
18,0.7050449218749992
19,-0.747684434968018
20,0.41443448940269667
21,1.305066406249999
22,0.609208181818181
23,1.3820534482758615
24,1.7467153284671524
25,1.6095203389830501
26,2.3013434256055354
27,2.1576252236135947
28,1.3045488656195454
29,3.018787068965516
30,1.2882486388384748
31,1.967044982698961
32,2.1448238636363626
33,2.3050540983606553
34,1.7924685430463565
35,2.561223726114649
36,2.2193411854103338
37,3.0858299212598417
38,2.2212638668779703
39,1.9359084394904449
40,2.6842484276729555
41,2.70064307458143
42,2.6781443548387087
43,2.59589465408805
44,3.6474651162790686
45,2.441538028169013
46,3.018195359281436
47,4.238166163141993
48,2.6035188811188807
49,3.1890151515151506
50,3.56312709284627
51,3.231329218106995
52,3.4259348684210518
53,3.3681964788732395
54,2.995337159253945
55,4.119554495912806
56,3.2101725304465485
57,3.9352640990371377
58,3.5184514248704652
59,3.982891274238226
60,4.135157258064515
61,4.489386020151133
62,4.598009590792838
63,4.657564578005114
64,4.280215422276621
65,4.7280222929936295
66,5.47306905055487
67,5.487415048543689
68,4.677048192771083
69,6.015130512514898
70,5.536296205630355
71,4.982506300114546
72,5.279948883666274
73,5.452637971698112
74,6.759654328018222
75,6.293837375964717
76,6.530093956043955
77,6.031712910532275
78,6.212011731843575
79,5.705899540757748
80,6.961529923830249
81,6.939921600877192
82,7.280374186550976
83,7.493822198275861
84,6.8756393617021265
85,7.109266666666667
86,7.4607743589743585
87,7.335798640167363
88,7.433183995922526
89,8.501122983870966
90,8.987058678500984
91,8.542426587301588
92,9.483128742514968
93,9.377325271470879
94,9.644889442231074
95,9.496165858389912
96,8.807544444444444
97,9.264592989289191
98,9.58162608695652
99,9.522835455435846
100,8.920354377880184
101,9.958736363636362
102,9.228368595825426
103,9.562311475409835
104,9.93572615675165
105,9.660122295390403
106,9.41266179245283
107,10.647682163187854
108,9.32093343195266
109,10.829590566037734
110,10.36655969436485
111,10.409436902485657
112,10.92630780632411
113,10.92865317919075
114,10.103227403846152
115,10.4935
116,10.66674309664694
117,10.547511132623427
118,9.796972841901065
119,9.70961818181818
120,9.640140715667311
121,10.188606237816762
122,10.644919507575755
123,10.804029328287603
124,10.04073106060606
125,10.198202312138728
126,10.656853846153844
127,10.80418118811881
128,9.818798828124999
129,9.914967544684853
130,10.514351887705711
131,10.874488995215309
132,9.830154362416106
133,11.577027200791294
134,10.242395771878073
135,10.74129434324065
136,10.008518993352325
137,10.47412975285171
138,10.318197560975609
139,10.837530155642023
140,10.594409268292681
141,11.159935609756095
142,10.587477507029053
143,10.202108805668015
144,10.547837153772681
145,11.218339426877469
146,10.793613428280773
147,11.019846079380445
148,10.29616157635468
149,10.7679631840796
150,10.589565365853657
151,10.974904116465863
152,10.448704771371766
153,10.758109561752986
154,11.022248733535967
155,10.692731268731269
156,11.107623639960433
157,11.173055988315479
158,10.861524566473985
159,10.154207065750734
160,10.916385973282441
161,10.271686284046693
162,10.83952687140115
163,10.710448667324778
164,10.359882437619959
165,9.97437536231884
166,10.447907514450867
167,10.093352459016392
168,10.480044955044955
169,11.419320800781248
170,10.555091182364727
171,10.898353943524828
172,10.828619698397738
173,11.170817693059627
174,10.628256322957197
175,10.523331020812684
176,10.82614995083579
177,10.902052605703044
178,11.131356038647342
179,11.011063575525812
180,11.124651398264222
181,10.524218475073313
182,10.698018145161289
183,11.188564563106796
184,10.567866699702675
185,10.839878391472867
186,10.9263455165692
187,10.765176982591875
188,10.778540630975142
189,11.055516881827206
190,11.564729729729729
191,10.838645240431795
192,11.284093390804596
193,11.240921153846152
194,11.433220675944334
195,10.32119192422732
196,10.398771912350597
197,10.106014164305947
198,10.656392607392606
199,10.828102678571426
