iteration,mean_reward
0,-11.140070312500002
1,-11.249860000000002
2,-7.444190000000003
3,-7.294345000000002
4,-8.240885000000002
5,-6.755215
6,-3.82554
7,-3.597160000000001
8,-2.584055
9,-1.8324150000000015
10,-0.9366421568627463
11,1.5847199999999992
12,1.1005272727272715
13,1.6199768518518507
14,3.4852112068965515
15,4.364477941176469
16,3.1932072072072053
17,5.541039999999999
18,7.245970588235293
19,6.81706451612903
20,5.481770547945205
21,7.239827702702701
22,6.8412893081760995
23,7.343972027972027
24,6.563693370165743
25,6.681919512195122
26,7.796373456790122
27,7.744944162436546
28,9.931629213483145
29,8.744275362318842
30,9.791214285714283
31,8.966676855895194
32,10.322227477477476
33,9.446334101382487
34,11.122187499999999
35,9.806793478260868
36,10.958985169491525
37,10.641336099585061
38,9.447437969924811
39,11.364984126984126
40,11.2314609375
41,11.636317857142856
42,10.986456168831168
43,11.017107508532423
44,10.796838815789473
45,12.028259615384615
46,12.266986440677965
47,11.992476489028212
48,12.263984472049689
49,11.01168436578171
50,11.986669161676645
51,11.036060344827584
52,12.411441504178272
53,11.680058404558402
54,11.237634920634918
55,12.459124331550802
56,12.694502583979325
57,11.931361042183621
58,12.21241769041769
59,13.397574340527575
60,12.072038915094337
61,11.585343091334892
62,12.421394431554523
63,12.361301401869158
64,11.731617045454543
65,12.389141573033708
66,12.620234624145784
67,12.861957700650759
68,13.102757928118391
69,11.852853684210526
70,12.198340336134452
71,12.841085239085238
72,11.930756461232601
73,12.916405737704919
74,12.662796442687744
75,12.23644889779559
76,12.715064453124999
77,12.656301136363636
78,12.998492438563327
79,12.329112774451096
80,12.100394584139266
81,12.508216796874999
82,12.020050387596898
83,13.17175754716981
84,12.44312830188679
85,13.285349999999998
86,13.523745098039214
87,11.77161311787072
88,12.15864835164835
89,12.939220703124999
90,13.011400386847193
91,12.07316920152091
92,13.105316420664204
93,12.12432037037037
94,12.628385261194028
95,13.2647094972067
96,13.555312969924811
97,13.43422108208955
98,13.227542857142856
99,13.115012452107278
100,13.1402861163227
101,13.998748226950354
102,13.292290892193305
103,12.506833951762522
104,13.45336439114391
105,12.636426987060997
106,12.550714559386973
107,14.135457089552238
108,13.346954291044774
109,13.372845521023766
110,13.942995219885276
111,13.31487140115163
112,13.750205660377356
113,13.420827715355802
114,12.755421755725187
115,13.259199814126392
116,13.478729729729729
117,13.5384014732965
118,12.320747714808041
119,13.606048449612402
120,13.004584572490703
121,13.827315261044173
122,12.978057874762806
123,13.87668714011516
124,13.028742937853105
125,13.473803639846741
126,13.0085184501845
127,13.260894495412842
128,13.10850186567164
129,13.531775728155338
130,13.19620910780669
131,13.475068933823527
132,13.372082364341082
133,12.478919925512104
134,13.854735632183907
135,12.668060150375938
136,13.729511650485435
137,14.562385714285712
138,13.92810135135135
139,13.736114457831324
140,13.813696768060835
141,13.46936647173489
142,13.401186792452828
143,13.97474060150376
144,13.849779962546815
145,14.095037664783428
146,13.251711254612546
147,13.060945610687023
148,13.687105415860733
149,13.641865458015266
150,13.739693820224717
151,13.204231285988481
152,13.52573055028463
153,14.92859404096834
154,13.918880497131928
155,13.094757009345793
156,14.093881604696671
157,13.463163302752292
158,13.80364960629921
159,12.945487354085602
160,13.339204500978472
161,14.235479532163742
162,14.805546168958742
163,13.83743359375
164,13.6329125
165,14.289232758620688
166,14.354143999999998
167,13.83896857142857
168,14.550309941520467
169,13.575195145631065
170,13.699464015151513
171,14.375965820312498
172,14.78472881355932
173,13.639047309833025
174,13.499934523809522
175,14.454153700189753
176,13.67829584120983
177,14.241555660377358
178,14.502691369606001
179,13.62181554307116
180,13.865540076335877
181,14.038954802259886
182,13.263510676156582
183,13.796832031249998
184,13.43864065510597
185,14.35527264150943
186,13.3368670411985
187,13.781800934579438
188,12.97403759398496
189,13.659828685258963
190,13.441521212121211
191,13.600391385767788
192,13.325796435272045
193,13.286362595419845
194,13.523532015065912
195,14.157441666666664
196,13.46149721189591
197,13.640136627906976
198,14.466651183970855
199,13.579088291746642
